True Draft Value,Predicted Draft Value,True Draft Position,Predicted Draft Position
0.0,14.539687,300.0,192.0
760.0,14.543128,23.0,192.0
0.0,14.540003,300.0,192.0
42.0,14.542441,130.0,192.0
400.0,14.540063,50.0,192.0
124.0,14.542073,94.0,192.0
31.0,14.5263815,151.0,192.0
47.0,14.540265,125.0,192.0
7.0,14.543691,211.0,192.0
37.5,14.527124,137.0,192.0
450.0,14.540288,45.0,192.0
225.0,14.541679,73.0,192.0
220.0,14.542983,74.0,192.0
14.2,14.53345,193.0,192.0
16.2,14.542041,188.0,192.0
1200.0,14.54172,12.0,192.0
35.5,14.539075,141.0,192.0
0.0,14.542361,300.0,192.0
12.6,14.542173,197.0,192.0
185.0,14.543332,81.0,192.0
0.0,14.527891,300.0,192.0
0.0,14.522964,300.0,192.0
0.0,14.543781,300.0,192.0
0.0,14.541297,300.0,192.0
96.0,14.532962,101.0,192.0
14.2,14.544233,193.0,192.0
720.0,14.542527,25.0,192.0
128.0,14.540723,93.0,192.0
3.8,14.5427475,219.0,192.0
21.8,14.542716,174.0,192.0
510.0,14.541582,39.0,192.0
24.6,14.532409,167.0,192.0
32.6,14.54098,147.0,192.0
8.6,14.542813,207.0,192.0
23.0,14.533606,171.0,192.0
0.0,14.542514,300.0,192.0
276.0,14.542387,63.0,192.0
27.8,14.540954,159.0,192.0
0.0,14.543422,300.0,192.0
0.0,14.541534,300.0,192.0
46.0,14.539682,126.0,192.0
15.8,14.544405,189.0,192.0
215.0,14.539756,75.0,192.0
1000.0,14.542388,16.0,192.0
390.0,14.542602,51.0,192.0
31.8,14.526727,149.0,192.0
29.4,14.540101,155.0,192.0
104.0,14.542676,99.0,192.0
11.0,14.543295,201.0,192.0
0.0,14.543434,300.0,192.0
0.0,14.543935,300.0,192.0
440.0,14.540933,46.0,192.0
14.6,14.54169,192.0,192.0
0.0,14.542857,300.0,192.0
300.0,14.540404,60.0,192.0
0.0,14.525714,300.0,192.0
175.0,14.54279,83.0,192.0
330.0,14.540788,57.0,192.0
44.0,14.543488,128.0,192.0
88.0,14.539071,103.0,192.0
12.6,14.524064,197.0,192.0
136.0,14.54196,91.0,192.0
640.0,14.542724,29.0,192.0
410.0,14.544179,49.0,192.0
4.6,14.542626,217.0,192.0
380.0,14.540173,52.0,192.0
21.8,14.504087,174.0,192.0
84.0,14.542108,105.0,192.0
27.8,14.544756,159.0,192.0
8.6,14.507714,207.0,192.0
740.0,14.540654,24.0,192.0
600.0,14.539126,31.0,192.0
450.0,14.544034,45.0,192.0
0.0,14.542251,300.0,192.0
132.0,14.543934,92.0,192.0
1000.0,14.54219,16.0,192.0
62.0,14.541569,116.0,192.0
58.0,14.5408945,118.0,192.0
16.6,14.542229,187.0,192.0
600.0,14.544463,31.0,192.0
1500.0,14.54399,7.0,192.0
1150.0,14.5429945,13.0,192.0
660.0,14.543189,28.0,192.0
25.8,14.539096,164.0,192.0
78.0,14.538245,108.0,192.0
29.4,14.54404,155.0,192.0
550.0,14.542882,35.0,192.0
560.0,14.541935,34.0,192.0
620.0,14.542439,30.0,192.0
520.0,14.540289,38.0,192.0
160.0,14.544953,86.0,192.0
30.2,14.526391,153.0,192.0
128.0,14.5450945,93.0,192.0
0.0,14.543875,300.0,192.0
310.0,14.542773,59.0,192.0
0.0,14.539036,300.0,192.0
2.3,14.522552,223.0,192.0
44.0,14.541052,128.0,192.0
950.0,14.54208,17.0,192.0
500.0,14.544313,40.0,192.0
0.0,14.545983,300.0,192.0
27.4,14.530713,160.0,192.0
370.0,14.544627,53.0,192.0
19.4,14.545573,180.0,192.0
62.0,14.544126,116.0,192.0
7.4,14.543666,210.0,192.0
15.0,14.542155,191.0,192.0
470.0,14.540324,43.0,192.0
510.0,14.540784,39.0,192.0
530.0,14.543328,37.0,192.0
0.0,14.541799,300.0,192.0
140.0,14.543189,90.0,192.0
96.0,14.544242,101.0,192.0
1000.0,14.540579,16.0,192.0
410.0,14.540431,49.0,192.0
12.6,14.541212,197.0,192.0
11.8,14.542048,199.0,192.0
132.0,14.541033,92.0,192.0
49.0,14.546819,123.0,192.0
5.8,14.5223875,214.0,192.0
270.0,14.541606,64.0,192.0
9.8,14.538639,204.0,192.0
1300.0,14.539838,10.0,192.0
108.0,14.541443,98.0,192.0
875.0,14.543351,19.0,192.0
470.0,14.541461,43.0,192.0
0.0,14.544028,300.0,192.0
165.0,14.542715,85.0,192.0
0.0,14.509294,300.0,192.0
7.4,14.542129,210.0,192.0
292.0,14.543988,61.0,192.0
1100.0,14.542178,14.0,192.0
8.6,14.543794,207.0,192.0
38.5,14.543988,135.0,192.0
30.2,14.484255,153.0,192.0
31.0,14.522574,151.0,192.0
0.0,14.5449,300.0,192.0
0.0,14.541391,300.0,192.0
3.8,14.532313,219.0,192.0
520.0,14.542608,38.0,192.0
13.0,14.542651,196.0,192.0
590.0,14.540137,32.0,192.0
13.0,14.517518,196.0,192.0
390.0,14.540498,51.0,192.0
136.0,14.537204,91.0,192.0
350.0,14.542076,55.0,192.0
185.0,14.541323,81.0,192.0
58.0,14.544272,118.0,192.0
34.5,14.5424,143.0,192.0
16.2,14.542491,188.0,192.0
39.0,14.541251,134.0,192.0
430.0,14.542144,47.0,192.0
410.0,14.540797,49.0,192.0
0.0,14.438878,300.0,192.0
2.3,14.542981,223.0,192.0
0.0,14.542886,300.0,192.0
270.0,14.541807,64.0,192.0
265.0,14.543435,65.0,192.0
340.0,14.544536,56.0,192.0
620.0,14.545286,30.0,192.0
4.6,14.542403,217.0,192.0
400.0,14.543994,50.0,192.0
0.0,14.535537,300.0,192.0
310.0,14.541604,59.0,192.0
195.0,14.542527,79.0,192.0
128.0,14.542377,93.0,192.0
17.8,14.540742,184.0,192.0
62.0,14.54136,116.0,192.0
18.6,14.512876,182.0,192.0
1100.0,14.541358,14.0,192.0
780.0,14.543759,22.0,192.0
0.0,14.536331,300.0,192.0
82.0,14.540466,106.0,192.0
32.3,14.540109,148.0,192.0
0.0,14.54068,300.0,192.0
45.0,14.542776,127.0,192.0
9.8,14.530076,204.0,192.0
220.0,14.543473,74.0,192.0
330.0,14.5404625,57.0,192.0
66.0,14.540787,114.0,192.0
5.4,14.544031,215.0,192.0
29.0,14.54232,156.0,192.0
0.0,14.541791,300.0,192.0
22.2,14.53831,173.0,192.0
74.0,14.543048,110.0,192.0
284.0,14.542476,62.0,192.0
3.8,14.524388,219.0,192.0
36.0,14.529277,140.0,192.0
45.0,14.543649,127.0,192.0
1500.0,14.542485,7.0,192.0
30.2,14.542849,153.0,192.0
33.0,14.540815,146.0,192.0
21.8,14.541451,174.0,192.0
170.0,14.544231,84.0,192.0
310.0,14.543298,59.0,192.0
62.0,14.535653,116.0,192.0
30.2,14.544612,153.0,192.0
9.0,14.540053,206.0,192.0
780.0,14.54328,22.0,192.0
18.6,14.5435095,182.0,192.0
72.0,14.543139,111.0,192.0
0.0,14.544928,300.0,192.0
36.0,14.538558,140.0,192.0
6.2,14.541741,213.0,192.0
36.0,14.539222,140.0,192.0
0.0,14.542271,300.0,192.0
200.0,14.542915,78.0,192.0
0.0,14.538557,300.0,192.0
5.4,14.542792,215.0,192.0
550.0,14.544137,35.0,192.0
12.6,14.544503,197.0,192.0
245.0,14.54214,69.0,192.0
100.0,14.544151,100.0,192.0
0.0,14.52795,300.0,192.0
850.0,14.541498,20.0,192.0
40.0,14.5412035,132.0,192.0
120.0,14.543344,95.0,192.0
36.5,14.541888,139.0,192.0
72.0,14.538391,111.0,192.0
96.0,14.541434,101.0,192.0
18.2,14.543952,183.0,192.0
310.0,14.540027,59.0,192.0
200.0,14.54323,78.0,192.0
500.0,14.543462,40.0,192.0
29.0,14.540242,156.0,192.0
24.6,14.53719,167.0,192.0
38.5,14.480633,135.0,192.0
0.0,14.542393,300.0,192.0
0.0,14.5339155,300.0,192.0
76.0,14.540577,109.0,192.0
76.0,14.543687,109.0,192.0
0.0,14.544018,300.0,192.0
0.0,14.525311,300.0,192.0
1250.0,14.54316,11.0,192.0
0.0,14.542446,300.0,192.0
780.0,14.541992,22.0,192.0
45.0,14.543046,127.0,192.0
0.0,14.513147,300.0,192.0
165.0,14.543183,85.0,192.0
5.0,14.541825,216.0,192.0
5.8,14.539515,214.0,192.0
0.0,14.545401,300.0,192.0
1500.0,14.541562,7.0,192.0
470.0,14.541078,43.0,192.0
400.0,14.540656,50.0,192.0
60.0,14.541862,117.0,192.0
5.4,14.524221,215.0,192.0
74.0,14.541238,110.0,192.0
850.0,14.5422945,20.0,192.0
20.2,14.526216,178.0,192.0
52.0,14.542617,121.0,192.0
11.4,14.542939,200.0,192.0
1350.0,14.543015,9.0,192.0
56.0,14.53,119.0,192.0
33.0,14.541657,146.0,192.0
760.0,14.541259,23.0,192.0
0.0,14.543822,300.0,192.0
52.0,14.540602,121.0,192.0
1500.0,14.542076,7.0,192.0
460.0,14.538438,44.0,192.0
1800.0,14.544452,4.0,192.0
470.0,14.543363,43.0,192.0
36.5,14.538341,139.0,192.0
0.0,14.543145,300.0,192.0
0.0,14.523679,300.0,192.0
17.8,14.540839,184.0,192.0
32.6,14.497054,147.0,192.0
11.8,14.541936,199.0,192.0
8.6,14.537104,207.0,192.0
380.0,14.541587,52.0,192.0
2200.0,14.542457,3.0,192.0
0.0,14.538361,300.0,192.0
14.6,14.538383,192.0,192.0
660.0,14.544188,28.0,192.0
235.0,14.543172,71.0,192.0
2.0,14.530583,224.0,192.0
1700.0,14.541335,5.0,192.0
20.2,14.541428,178.0,192.0
34.5,14.540584,143.0,192.0
600.0,14.543595,31.0,192.0
27.8,14.543256,159.0,192.0
4.6,14.539983,217.0,192.0
850.0,14.542254,20.0,192.0
500.0,14.542885,40.0,192.0
